"",customerid,churn_probability
3512,6479-SZPLM,0.004093
3513,8097-VBQTZ,0.127209
3514,4500-HKANN,0.059372
3515,9917-KWRBE,0.083935
3516,3420-ZDBMA,0.684019
3517,2212-LYASK,0.183861
3518,1393-IMKZG,0.803313
3519,8069-RHUXK,0.015933
3520,3398-GCPMU,0.017090
3521,2908-WGAXL,0.003690
3522,3378-AJRAO,0.024401
3523,1013-QCWAM,0.494880
3524,6050-FFXES,0.166461
3525,0362-RAOQO,0.006542
3526,9554-DFKIC,0.090713
3527,5527-ACHSO,0.332700
3528,0829-DDVLK,0.036000
3529,1399-UBQIU,0.400437
3530,1813-JLKWR,0.015053
3531,0336-PIKEI,0.007968
3532,7322-OCWHC,0.028015
3533,9537-VHDTA,0.234877
3534,4957-TIALW,0.042467
3535,2054-PJOCK,0.088543
3536,9150-HEPMB,0.048033
3537,9030-QGZNL,0.028583
3538,3126-WQMGH,0.199936
3539,7176-WRTNX,0.124866
3540,5732-IKGQH,0.284497
3541,9239-GZHZE,0.053091
3542,7205-BAIAD,0.010545
3543,0093-EXYQL,0.489396
3544,8064-RAVOH,0.252551
3545,0219-QAERP,0.025510
3546,9168-INPSZ,0.406274
3547,0015-UOCOJ,0.326607
3548,5334-AFQJB,0.004370
3549,2754-SDJRD,0.689729
3550,8963-JLGJT,0.230890
3551,1465-LNTLJ,0.424968
3552,2135-DQWAQ,0.664398
3553,4056-QHXHZ,0.006834
3554,7401-JIXNM,0.015881
3555,9339-FIIJL,0.036809
3556,4706-DGAHW,0.539122
3557,6670-MFRPK,0.008112
3558,6177-PEVRA,0.008535
3559,4813-HQMGZ,0.718351
3560,7579-KKLOE,0.017562
3561,8402-EIVQS,0.101284
3562,4947-DSMXK,0.381256
3563,7245-NIIWQ,0.699636
3564,0002-ORFBO,0.148034
3565,3324-OIRTO,0.016850
3566,5414-OFQCB,0.143180
3567,4967-WPNCF,0.011263
3568,8552-OBVRU,0.200781
3569,8499-BRXTD,0.035955
3570,9154-QDGTH,0.041992
3571,8197-BFWVU,0.018234
3572,2577-GVSIL,0.159433
3573,9367-OIUXP,0.164738
3574,6770-UAYGJ,0.003736
3575,6463-HHXJR,0.006228
3576,7928-VJYAB,0.514381
3577,1187-WILMM,0.017410
3578,9776-OJUZI,0.407019
3579,1306-RPWXZ,0.003173
3580,3097-PYWXL,0.140592
3581,2266-SJNAT,0.063376
3582,0869-PAPRP,0.484478
3583,4238-JSSWH,0.441849
3584,2972-YDYUW,0.165148
3585,1104-FEJAM,0.135740
3586,2809-ILCYT,0.054441
3587,5499-ECUTN,0.068097
3588,4981-FLTMF,0.062840
3589,9121-PHQSR,0.590941
3590,3113-IWHLC,0.277114
3591,4277-BWBML,0.002830
3592,0234-TEVTT,0.045645
3593,4304-TSPVK,0.156815
3594,1552-AAGRX,0.199225
3595,2637-FKFSY,0.560231
3596,9796-MVYXX,0.065576
3597,7874-ECPQJ,0.118040
3598,0020-INWCK,0.012332
3599,7089-RKVSZ,0.070832
3600,2683-JXWQQ,0.063248
3601,9548-ZMVTX,0.004929
3602,8739-XNIKG,0.727670
3603,9755-JHNMN,0.009139
3604,3981-QSVQI,0.190337
3605,2789-HQBOU,0.717625
3606,9424-CMPOG,0.010409
3607,5067-WJEUN,0.004301
3608,3450-WXOAT,0.178204
3609,9251-WNSOD,0.053708
3610,6974-DAFLI,0.017892
3611,2616-UUTFK,0.176870
3612,7064-JHXCE,0.002942
3613,7989-AWGEH,0.123933
3614,4373-VVHQL,0.571360
3615,4559-UWIHT,0.599368
3616,7268-IGMFD,0.405851
3617,6650-BWFRT,0.057897
3618,9570-KYEUA,0.066205
3619,6993-YGFJV,0.171187
3620,2712-SYWAY,0.338737
3621,0730-BGQGF,0.004329
3622,5498-IBWPI,0.002462
3623,9101-NTIXF,0.236012
3624,0013-SMEOE,0.063190
3625,9314-QDMDW,0.169339
3626,9308-ANMVE,0.110282
3627,3413-DHLPB,0.307222
3628,7649-PHJVR,0.045960
3629,6114-TCFID,0.035741
3630,3787-TRIAL,0.178389
3631,2573-GYRUU,0.486002
3632,5156-UMKOW,0.165704
3633,1247-QBVSH,0.145222
3634,6734-GMPVK,0.686045
3635,9822-OAOVB,0.597836
3636,6161-ERDGD,0.044163
3637,1226-JZNKR,0.076759
3638,7318-EIVKO,0.408750
3639,3771-PZOBW,0.521970
3640,8231-BSWXX,0.031194
3641,6486-LHTMA,0.361284
3642,4083-BFNYK,0.138055
3643,7389-KBFIT,0.236984
3644,7176-WIONM,0.465700
3645,5141-ZUVBH,0.502418
3646,1089-HDMKP,0.202480
3647,7623-HKYRK,0.098328
3648,0310-SUCIN,0.057064
3649,5197-PYEPU,0.025897
3650,6619-RPLQZ,0.003695
3651,3275-RHRNE,0.029347
3652,3503-TYDAY,0.329167
3653,6901-GOGZG,0.017430
3654,7021-XSNYE,0.031492
3655,9621-OUPYD,0.047297
3656,8982-NHAVY,0.317986
3657,4307-KWMXE,0.370165
3658,0141-YEAYS,0.525368
3659,2450-ZKEED,0.093755
3660,3694-DELSO,0.173667
3661,3893-JRNFS,0.174328
3662,9603-OAIHC,0.726806
3663,1133-KXCGE,0.036609
3664,0142-GVYSN,0.089057
3665,1049-FYSYG,0.352075
3666,8406-LNMHF,0.094687
3667,1821-BUCWY,0.039805
3668,0023-UYUPN,0.024137
3669,8314-DPQHL,0.103855
3670,1465-WCZVT,0.172575
3671,9481-SFCQY,0.057557
3672,6360-SVNWV,0.310092
3673,0567-GGCAC,0.235428
3674,8884-MRNSU,0.044928
3675,2171-UDMFD,0.038468
3676,9050-IKDZA,0.661589
3677,9802-CAQUT,0.007479
3678,0187-WZNAB,0.204843
3679,1475-VWVDO,0.682141
3680,1357-MVDOZ,0.095112
3681,7602-MVRMB,0.013422
3682,1197-BVMVG,0.735176
3683,5406-KGRMX,0.004062
3684,5968-HYJRZ,0.003832
3685,5198-EFNBM,0.228989
3686,7516-GMHUV,0.213966
3687,7140-ADSMJ,0.171419
3688,2230-XTUWL,0.003505
3689,7706-YLMQA,0.013785
3690,2585-KTFRE,0.246862
3691,7994-UYIVZ,0.720551
3692,7717-BICXI,0.003059
3693,6559-RAKOZ,0.051380
3694,4716-MRVEN,0.025755
3695,2143-LJULT,0.005107
3696,3200-MNQTF,0.006673
3697,6164-HXUGH,0.105244
3698,5630-IXDXV,0.507148
3699,0320-DWVTU,0.070050
3700,9135-MGVPY,0.013906
3701,1212-GLHMD,0.456817
3702,7878-JGDKK,0.463647
3703,1088-AUUZZ,0.005873
3704,6614-YWYSC,0.005767
3705,9588-OZDMQ,0.599639
3706,6476-EPYZR,0.049691
3707,1174-FGIFN,0.075274
3708,6620-HVDUJ,0.104766
3709,1032-MAELW,0.044984
3710,7641-TQFHN,0.016692
3711,1552-TKMXS,0.043253
3712,8622-ZLFKO,0.737783
3713,6188-UXBBR,0.026786
3714,2333-KWEWW,0.015278
3715,5702-SKUOB,0.187808
3716,1134-YWTYF,0.167526
3717,6061-GWWAV,0.044140
3718,0679-TDGAK,0.046225
3719,6585-WCEWR,0.002896
3720,9067-YGSCA,0.040836
3721,9067-SQTNS,0.014251
3722,1776-SPBWV,0.017799
3723,8735-SDUFN,0.004408
3724,9668-PUGNU,0.005682
3725,9405-GPBBG,0.171385
3726,1926-QUZNN,0.004992
3727,7016-NVRIC,0.173267
3728,5829-NVSQN,0.114798
3729,9565-AXSMR,0.003326
3730,8869-LIHMK,0.167911
3731,0447-RXSGD,0.549507
3732,4927-WWOOZ,0.757164
3733,5788-YPOEG,0.008155
3734,0661-KBKPA,0.012511
3735,9081-WWXKP,0.003402
3736,0784-ZQJZX,0.002746
3737,3133-PZNSR,0.005882
3738,0722-SVSFK,0.696632
3739,3612-YVGSJ,0.004525
3740,9825-YCXWZ,0.244733
3741,5397-NSKQG,0.014303
3742,8565-HBFNN,0.226037
3743,2000-DHJUY,0.023025
3744,8670-ERCJH,0.038501
3745,7758-UJWYS,0.017084
3746,2050-ONYDQ,0.002999
3747,7055-JCGNI,0.045636
3748,0739-UUAJR,0.015349
3749,4826-DXMUP,0.014938
3750,7285-KLOTR,0.146170
3751,0654-PQKDW,0.043259
3752,7175-NTIXE,0.193603
3753,7963-SHNDT,0.008535
3754,9796-BPKIW,0.649767
3755,0188-GWFLE,0.235530
3756,8129-GMVGI,0.003185
3757,2882-DDZPG,0.141099
3758,3547-LQRIK,0.023478
3759,9137-NOQKA,0.586829
3760,5843-TTHGI,0.292923
3761,1849-RJYIG,0.307822
3762,8868-GAGIO,0.314707
3763,4061-UKJWL,0.467592
3764,5380-XPJNZ,0.020322
3765,8263-QMNTJ,0.075723
3766,3230-JCNZS,0.008114
3767,0277-ORXQS,0.002857
3768,7996-BPXHY,0.015774
3769,3227-WLKLI,0.005498
3770,2266-FUBDZ,0.008163
3771,8237-ULIXL,0.003784
3772,8216-AZUUZ,0.036577
3773,9153-BTBVV,0.004121
3774,5186-PEIZU,0.048542
3775,1074-AMIOH,0.067249
3776,4361-FEBGN,0.005064
3777,7748-UMTRK,0.396401
3778,0380-ZCSBI,0.133594
3779,7145-FEJWU,0.452834
3780,6463-MVYRY,0.020269
3781,3969-JQABI,0.131031
3782,9624-EGDEQ,0.008217
3783,1051-EQPZR,0.032391
3784,5849-ASHZJ,0.015335
3785,5780-INQIK,0.337614
3786,4526-ZJJTM,0.461365
3787,8384-FZBJK,0.344372
3788,3750-RNQKR,0.091519
3789,0962-CQPWQ,0.003050
3790,3096-YXENJ,0.193476
3791,1265-BCFEO,0.045046
3792,5837-LXSDN,0.233073
3793,5945-AZYHT,0.118584
3794,8325-QRPZR,0.686335
3795,6384-VMJHP,0.007360
3796,2262-SLNVK,0.654584
3797,7730-CLDSV,0.011796
3798,1135-HIORI,0.041128
3799,0164-APGRB,0.065796
3800,6481-ESCNL,0.404878
3801,1790-NESIO,0.034210
3802,1550-EENBN,0.432761
3803,8198-RKSZG,0.135683
3804,9297-EONCV,0.014861
3805,1069-QJOEE,0.019083
3806,7799-DSEWS,0.233756
3807,8766-PAFNE,0.036236
3808,5315-CKEQK,0.039449
3809,3130-ICDUP,0.241756
3810,0820-FNRNX,0.055131
3811,0880-FVFWF,0.274751
3812,4611-ANLQC,0.060615
3813,4213-HKBJO,0.009794
3814,2792-LSHWX,0.330057
3815,0014-BMAQU,0.070278
3816,9018-PCIOK,0.043429
3817,4837-QUSFT,0.102774
3818,9953-ZMKSM,0.004281
3819,0907-HQNTS,0.065014
3820,7665-NKLAV,0.016620
3821,4391-LNRXK,0.441586
3822,8250-ZNGGW,0.193587
3823,8562-GHPPI,0.228468
3824,5893-PYOLZ,0.040453
3825,4986-MXSFP,0.281876
3826,6131-FOYAS,0.198699
3827,3027-YNWZU,0.004370
3828,5609-IMCGG,0.390439
3829,4727-MCYZG,0.501151
3830,9481-WHGWY,0.013763
3831,4328-VUFWD,0.102578
3832,3301-LSLWQ,0.245808
3833,7473-ZBDSN,0.008630
3834,3166-PNEOF,0.020716
3835,5639-NTUPK,0.134030
3836,8780-YRMTT,0.008696
3837,5140-FOMCQ,0.272237
3838,6242-SGYTS,0.013972
3839,8166-ORCHU,0.186879
3840,8414-OOEEL,0.002591
3841,8454-AATJP,0.036010
3842,4531-AUZNK,0.021614
3843,4191-XOVOM,0.284416
3844,2150-OEGBV,0.027608
3845,1855-CFULU,0.185118
3846,4878-BUNFV,0.003858
3847,1872-EBWSC,0.025829
3848,7026-YMSBE,0.024749
3849,6997-UVGOX,0.004267
3850,9674-EHPPG,0.022370
3851,5440-VHLUL,0.250109
3852,5781-BKHOP,0.025633
3853,5213-TWWJU,0.401328
3854,8628-MFKAX,0.063665
3855,7629-WIXZF,0.155356
3856,5445-GLVOT,0.224098
3857,3976-HXHCE,0.003402
3858,2466-NEJOJ,0.097756
3859,0254-KCJGT,0.066636
3860,5472-CVMDX,0.015712
3861,6461-SZMCV,0.011973
3862,8150-QUDFX,0.236008
3863,9508-ILZDG,0.503210
3864,2346-DJQTB,0.226918
3865,1697-LYYYX,0.012911
3866,1942-OQFRW,0.511366
3867,9640-ZSLDC,0.005666
3868,4231-LZUYM,0.004094
3869,6128-AQBMT,0.347687
3870,3594-BDSOA,0.031110
3871,5133-VRSAB,0.264216
3872,5996-DAOQL,0.284713
3873,6838-YAUVY,0.164917
3874,0484-JPBRU,0.057389
3875,7883-ROJOC,0.260059
3876,0244-LGNFY,0.005025
3877,7274-CGTOD,0.009242
3878,4295-YURET,0.016575
3879,4635-EJYPD,0.004784
3880,1866-ZSLJM,0.061757
3881,4636-TVXVG,0.013022
3882,4236-UJPWO,0.579876
3883,9392-XBGTD,0.004878
3884,6402-SSEJG,0.098343
3885,1169-SAOCL,0.286412
3886,1110-KYLGQ,0.315848
3887,9929-PLVPA,0.097631
3888,3518-PZXZQ,0.582956
3889,2371-JUNGC,0.139907
3890,7693-QPEFS,0.409229
3891,0924-BJCRC,0.328392
3892,5074-FBGHB,0.254521
3893,2351-BKRZW,0.018380
3894,4455-BFSPD,0.183187
3895,3948-KXDUF,0.006511
3896,2323-ARSVR,0.171572
3897,0815-MFZGM,0.187238
3898,5480-XTFFL,0.005050
3899,8295-FHIVV,0.191490
3900,9086-YJYXS,0.023320
3901,1179-INLAT,0.089204
3902,7909-FIOIY,0.165767
3903,6351-SCJKT,0.353358
3904,5468-BPMMO,0.045902
3905,0197-PNKNK,0.007947
3906,2439-QKJUL,0.161208
3907,1194-SPVSP,0.244112
3908,9534-NSXEM,0.033317
3909,8929-KSWIH,0.185419
3910,2250-IVBWA,0.176153
3911,1810-MVMAI,0.117825
3912,9506-UXUSK,0.654721
3913,1229-RCALF,0.281415
3914,3572-UOLYZ,0.300431
3915,1429-UYJSV,0.045227
3916,6366-XIVKZ,0.166434
3917,3470-OBUET,0.003756
3918,2770-NSVDG,0.311748
3919,9375-MHRRS,0.315507
3920,4860-YZGZM,0.160622
3921,6599-GZWCM,0.279478
3922,5533-NHFRF,0.497343
3923,7037-MTYVW,0.023739
3924,4760-THGOT,0.383702
3925,4016-BJKTZ,0.232883
3926,6584-VQMYT,0.046008
3927,9838-BFCQT,0.002918
3928,2790-XUYMV,0.006275
3929,0581-MDMPW,0.506785
3930,1023-BQXZE,0.030080
3931,9163-GHAYE,0.269516
3932,3904-UKFRE,0.484138
3933,5353-WILCI,0.161886
3934,0058-EVZWM,0.383234
3935,7009-PCARS,0.013095
3936,0519-DRGTI,0.042908
3937,1017-FBQMM,0.025076
3938,1985-MBRYP,0.009120
3939,9372-TXXPS,0.007093
3940,3259-QMXUN,0.035286
3941,1015-JPFYW,0.022949
3942,6645-MXQJT,0.382882
3943,4360-QRAVE,0.236064
3944,8433-WPJTV,0.037842
3945,5804-JMYIO,0.004123
3946,6484-LATFU,0.003873
3947,7599-NTMDP,0.004210
3948,0536-ACXIP,0.089979
3949,0936-NQLJU,0.007441
3950,1575-KRZZE,0.245515
3951,3251-YMVWZ,0.017109
3952,4884-LEVMQ,0.013029
3953,8857-CUPFQ,0.004234
3954,7610-TVOPG,0.146623
3955,3638-DIMPH,0.139231
3956,1845-ZLLIG,0.520335
3957,8559-WNQZS,0.036387
3958,1699-UOTXU,0.008735
3959,0635-WKOLD,0.099268
3960,5993-JSUWV,0.008980
3961,4518-FZBSX,0.014353
3962,5387-ASZNZ,0.048411
3963,6988-CJEYV,0.343584
3964,3097-FQTVJ,0.006991
3965,5465-BUBFA,0.004020
3966,7299-GNVPL,0.156263
3967,9743-DQKQW,0.570306
3968,1215-VFYVK,0.283487
3969,9371-BITHB,0.003349
3970,9093-FPDLG,0.647133
3971,0541-FITGH,0.439552
3972,6985-HAYWX,0.371468
3973,7508-KBIMB,0.028143
3974,6838-HVLXG,0.091488
3975,2277-DJJDL,0.489173
3976,1897-OKVMW,0.007131
3977,5485-ITNPC,0.015548
3978,0233-FTHAV,0.170958
3979,4644-PIZRT,0.047412
3980,8922-NPKBJ,0.003876
3981,2740-TVLFN,0.593013
3982,7771-CFQRQ,0.003747
3983,9512-PHSMG,0.155560
3984,6963-EZQEE,0.017812
3985,2452-KDRRH,0.423695
3986,4146-SVFUD,0.478223
3987,1564-HJUVY,0.378820
3988,3617-XLSGQ,0.010338
3989,7517-LDMPS,0.674397
3990,7244-KXYZN,0.027229
3991,5226-NOZFC,0.462294
3992,1400-WIVLL,0.191861
3993,8148-NLEGT,0.004773
3994,8347-GDTMP,0.003914
3995,6746-WAUWT,0.041970
3996,0428-IKYCP,0.502759
3997,2187-PKZAY,0.661981
3998,4003-OCTMP,0.102341
3999,6652-YFFJO,0.402058
4000,7225-IILWY,0.002989
4001,5248-RPYWW,0.007493
4002,7923-IYJWY,0.166007
4003,3170-GWYKC,0.148161
4004,9830-ECLEN,0.043250
4005,2668-TZSPS,0.240065
4006,7446-SFAOA,0.030845
4007,9522-ZSINC,0.072635
4008,8234-GSZYK,0.007817
4009,6505-OZNPG,0.105410
4010,6164-HAQTX,0.006517
4011,7765-LWVVH,0.010913
4012,1658-TJVOA,0.482937
4013,0953-LGOVU,0.134463
4014,4692-NNQRU,0.242833
4015,7742-MYPGI,0.210469
4016,9619-GSATL,0.090437
4017,5622-UEJFI,0.005974
4018,0674-DGMAQ,0.587722
4019,6203-HBZPA,0.012643
4020,0484-FFVBJ,0.148428
4021,0301-FIDRB,0.005614
4022,4139-JPIAM,0.135639
4023,2181-TIDSV,0.003094
4024,2761-XECQW,0.475839
4025,1936-CZAKF,0.047215
4026,9453-PATOS,0.009181
4027,4402-FTBXC,0.301836
4028,2931-XIQBR,0.022665
4029,0106-UGRDO,0.190197
4030,5542-TBBWB,0.705131
4031,1930-QPBVZ,0.004410
4032,2606-PKWJB,0.043259
4033,5322-ZSMZY,0.005502
4034,8059-UDZFY,0.389855
4035,7740-BTPUX,0.254189
4036,5220-AGAAX,0.003271
4037,0208-BPQEJ,0.098087
4038,9435-JMLSX,0.013682
4039,3352-ALMCK,0.493135
4040,5312-IRCFR,0.034056
4041,5294-IMHHT,0.170863
4042,6176-YJWAS,0.029803
4043,5310-NOOVA,0.006869
4044,4526-EXKKN,0.011814
4045,5311-IHLEI,0.230062
4046,3987-KQDDU,0.378969
4047,3404-JNXAX,0.309857
4048,5131-PONJI,0.048683
4049,3489-VSFRD,0.049076
4050,3345-JHUEO,0.233047
4051,5815-HGGHV,0.085205
4052,5260-UMPWX,0.042272
4053,5649-RXQTV,0.415418
4054,2674-MIAHT,0.671714
4055,2576-HXMPA,0.228478
4056,7587-AOVVU,0.179459
4057,6898-MDLZW,0.325019
4058,4707-YNOQA,0.017955
4059,9357-UJRUN,0.087775
4060,8648-PFRMP,0.473927
4061,7663-CUXZB,0.168899
4062,0258-NOKBL,0.652462
4063,1163-VIPRI,0.012623
4064,9348-ROUAI,0.005197
4065,9443-JUBUO,0.004783
4066,3043-TYBNO,0.351098
4067,4830-FAXFM,0.047030
4068,5906-BFOZT,0.284764
4069,2960-NKRSO,0.429354
4070,8996-ZROXE,0.093905
4071,5598-IKHQQ,0.003512
4072,0397-ZXWQF,0.003702
4073,5266-PFRQK,0.013919
4074,4674-HGNUA,0.004430
4075,6765-MBQNU,0.037276
4076,9786-IJYDL,0.199877
4077,1303-SRDOK,0.009647
4078,3769-MHZNV,0.004747
4079,6295-OSINB,0.082624
4080,3308-MHOOC,0.183968
4081,2207-QPJED,0.412557
4082,4177-JPDFU,0.328565
4083,2239-CFOUJ,0.018773
4084,8046-DNVTL,0.008757
4085,2209-XADXF,0.558681
4086,6620-JDYNW,0.243688
4087,4770-UEZOX,0.686829
4088,1038-RQOST,0.043262
4089,4568-TTZRT,0.146574
4090,9513-DXHDA,0.086719
4091,0516-QREYC,0.093567
4092,8084-OIVBS,0.046644
4093,8896-BQTTI,0.303867
4094,3865-QBWSJ,0.219300
4095,3352-RICWQ,0.010653
4096,2160-GPFXD,0.005035
4097,2065-MMKGR,0.161409
4098,5857-TYBCJ,0.546456
4099,1498-NHTLT,0.007961
4100,1402-PTHGN,0.028094
4101,4176-RELJR,0.004027
4102,5199-FPUSP,0.017510
4103,6377-KSLXC,0.161162
4104,1796-JANOW,0.237781
4105,0238-WHBIQ,0.004254
4106,8735-NBLWT,0.095110
4107,6651-RLGGM,0.003015
4108,1614-JBEBI,0.187444
4109,5696-EXCYS,0.015985
4110,5795-KTGUD,0.186320
4111,7924-GJZFI,0.524394
4112,4702-HDRKD,0.051287
4113,8512-WIWYV,0.021829
4114,5897-ZYEKH,0.301867
4115,5456-ITGIC,0.014340
4116,1406-PUQVY,0.239320
4117,9114-AAFQH,0.129079
4118,8715-KKTFG,0.298948
4119,1728-BQDMA,0.508623
4120,5117-ZSMHQ,0.004871
4121,5151-HQRDG,0.184970
4122,0960-HUWBM,0.018865
4123,6465-GSRCL,0.021573
4124,0263-FJTQO,0.016206
4125,7319-ZNRTR,0.018879
4126,7503-EPSZW,0.003415
4127,7089-XXAYG,0.189903
4128,8070-AAWZP,0.187446
4129,1666-JXLKU,0.557634
4130,7855-DIWPO,0.483701
4131,5133-POWUA,0.537110
4132,5652-MSDEY,0.662051
4133,1810-BOHSY,0.128562
4134,1784-BXEFA,0.178472
4135,7351-MHQVU,0.237737
4136,9224-VTYID,0.010224
4137,9500-IWPXQ,0.046691
4138,5762-TJXGK,0.027591
4139,4504-YOULA,0.119468
4140,5569-IDSEY,0.196209
4141,7284-ZZLOH,0.021722
4142,1777-JYQPJ,0.542188
4143,3401-URHDA,0.047992
4144,1599-EAHXY,0.013147
4145,8631-XVRZL,0.069621
4146,3853-LYGAM,0.542107
4147,5751-USDBL,0.016547
4148,5680-LQOGP,0.010100
4149,8189-DUKMV,0.076382
4150,9931-DCEZH,0.009369
4151,1898-JSNDC,0.105774
4152,0315-LVCRK,0.634252
4153,3911-RSNHI,0.038601
4154,2410-CIYFZ,0.166032
4155,5505-OVWQW,0.037645
4156,7271-AJDTL,0.411402
4157,1867-TJHTS,0.249440
4158,6860-YRJZP,0.716030
4159,4429-WYGFR,0.106820
4160,2817-LVCPP,0.004869
4161,5038-ETMLM,0.062522
4162,5056-FIMPT,0.017532
4163,4521-WFJAI,0.006843
4164,6569-KTMDU,0.242324
4165,8809-XKHMD,0.032059
4166,0396-YCHWO,0.576652
4167,0867-LDTTC,0.361322
4168,9391-DXGGG,0.178172
4169,9844-FELAJ,0.038423
4170,2122-SZZZD,0.017098
4171,3148-AOIQT,0.004805
4172,8395-ETZKQ,0.012915
4173,6692-YQHXC,0.450437
4174,3889-VWBID,0.004414
4175,5222-JCXZT,0.164986
4176,9754-CLVZW,0.115875
4177,2739-CCZMB,0.096038
4178,7080-TNUWP,0.075833
4179,0496-AHOOK,0.088243
4180,8336-TAVKX,0.010687
4181,2468-SJFLM,0.640061
4182,3181-VTHOE,0.090491
4183,7168-HDQHG,0.034865
4184,4567-AKPIA,0.052210
4185,7901-HXJVA,0.597084
4186,5924-IFQTT,0.089243
4187,7968-QUXNS,0.157018
4188,8903-WMRNW,0.519774
4189,2452-SNHFZ,0.217019
4190,3629-WEAAM,0.333498
4191,6029-CSMJE,0.345919
4192,7993-NQLJE,0.225952
4193,9909-DFRJA,0.159862
4194,9099-FTUHS,0.197862
4195,0581-BXBUB,0.652952
4196,4962-CHQPW,0.015482
4197,9467-ROOLM,0.061081
4198,5150-ITWWB,0.767530
4199,2253-KPMNB,0.003603
4200,1345-ZUKID,0.041482
4201,6429-SHBCB,0.296374
4202,9281-OFDMF,0.373591
4203,2603-HVKCG,0.490250
4204,1834-WULEG,0.017679
4205,9097-ZUBYC,0.309363
4206,5148-ORICT,0.012646
4207,4893-GYUJU,0.019296
4208,4578-PHJYZ,0.009166
4209,7272-QDCKA,0.264051
4210,8908-SLFCJ,0.020228
4211,9766-HGEDE,0.044058
4212,6968-MHOMU,0.109952
4213,5044-XDPYX,0.006861
4214,1814-WFGVS,0.013524
4215,3721-WKIIL,0.017843
4216,6734-CKRSM,0.233604
4217,1265-ZFOSD,0.016038
4218,6568-POCUI,0.177423
4219,5197-LQXXH,0.040246
4220,3457-PQBYH,0.003039
4221,7682-AZNDK,0.105875
4222,5384-ZTTWP,0.046844
4223,3745-HRPHI,0.003168
4224,7636-OWBPG,0.370654
4225,1231-YNDEK,0.005352
4226,1407-DIGZV,0.013607
4227,0570-BFQHT,0.602821
4228,4393-OBCRR,0.063965
4229,8564-LDKFL,0.368598
4230,3696-DFHHB,0.004051
4231,4717-GHADL,0.051661
4232,5501-TVMGM,0.594646
4233,5879-HMFFH,0.011879
4234,6772-WFQRD,0.015355
4235,3810-DVDQQ,0.012714
4236,6972-SNKKW,0.158781
4237,3694-GLTJM,0.186906
4238,8550-XSXUQ,0.119725
4239,9055-MOJJJ,0.041141
4240,4359-INNWN,0.033607
4241,0585-EGDDA,0.420049
4242,4032-RMHCI,0.018674
4243,0549-CYCQN,0.192788
4244,3481-JHUZH,0.487441
4245,3594-IVHJZ,0.281889
4246,6869-FGJJC,0.124839
4247,3896-ZVNET,0.006920
4248,8205-VSLRB,0.018543
4249,5960-MVTUK,0.487188
4250,6817-WTYHE,0.479265
4251,3082-VQXNH,0.529308
4252,4931-TRZWN,0.310662
4253,0750-EKNGL,0.153484
4254,7669-LCRSD,0.217282
4255,3567-PQTSO,0.058802
4256,8043-PNYSD,0.002984
4257,9938-EKRGF,0.190316
4258,2703-AMTUL,0.044919
4259,0928-JMXNP,0.671826
4260,8173-RXAYP,0.006082
4261,4825-XJGDM,0.045026
4262,5402-HTOTQ,0.283074
4263,6734-JDTTV,0.003067
4264,7850-THJMU,0.005215
4265,3890-RTCMS,0.318979
4266,3717-FDJFU,0.010121
4267,3665-JATSN,0.385726
4268,7966-YOTQW,0.252172
4269,8853-TZDGH,0.066164
4270,4324-BZCKL,0.211672
4271,6924-TDGMT,0.076969
4272,1536-YHDOE,0.034428
4273,8123-QBNAZ,0.322510
4274,3629-ZNKXA,0.562397
4275,4827-LTQRJ,0.019746
4276,7711-YIJWC,0.043008
4277,5482-VXSXJ,0.483043
4278,7365-BVCJH,0.638508
4279,9620-ENEJV,0.575675
4280,2378-YIZKA,0.004921
4281,0689-DSXGL,0.022565
4282,6818-DJXAA,0.495481
4283,0464-WJTKO,0.002849
4284,8902-ZEOVF,0.013861
4285,6778-EICRF,0.059388
4286,2662-NNTDK,0.041199
4287,4132-KALRO,0.693092
4288,2874-YXVVA,0.453084
4289,1245-HARPS,0.026860
4290,4323-ELYYB,0.022057
4291,4293-ETKAP,0.005136
4292,6064-PUPMC,0.019909
4293,6504-VBLFL,0.011494
4294,6322-PJJDJ,0.212358
4295,0330-BGYZE,0.193221
4296,1085-LDWAM,0.012966
4297,7586-ZATGZ,0.488300
4298,7197-VOJMM,0.009158
4299,1843-TLSGD,0.009034
4300,9626-VFRGG,0.322507
4301,7075-BNDVQ,0.294319
4302,9143-CANJF,0.120131
4303,7284-BUYEC,0.585129
4304,2041-JIJCI,0.585740
4305,4900-MSOMT,0.004031
4306,2229-VWQJH,0.249838
4307,9194-GFVOI,0.032301
4308,1336-EZFZY,0.167016
4309,4282-MSACW,0.232009
4310,1403-LKLIK,0.015640
4311,0136-IFMYD,0.217997
4312,5144-TVGLP,0.418641
4313,9643-AVVWI,0.397587
4314,0253-ZTEOB,0.007573
4315,2706-QZIHY,0.030487
4316,6061-PQHMK,0.026369
4317,6137-MFAJN,0.168585
4318,9122-UMROB,0.240071
4319,4232-JGKIY,0.264199
4320,2402-TAIRZ,0.187893
4321,9659-ZTWSM,0.292609
4322,9139-TWBAS,0.077001
4323,6685-GBWJZ,0.046072
4324,2195-VVRJF,0.267894
4325,3913-RDSJZ,0.004807
4326,4203-QGNZA,0.035738
4327,5043-TRZWM,0.656491
4328,9494-BDNNC,0.180058
4329,1640-PLFMP,0.707843
4330,5366-OBVMR,0.338721
4332,4573-JKNAE,0.007935
